s1_path,label_path,split
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_13_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_13_09_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_078_013_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_078_013_1_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_05_04_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_05_04_2_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_16_13_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_16_13_1_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_03_13_2_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_03_13_2_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_06_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_06_06_2_1.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_14_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_14_04_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_054_017_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_054_017_2_1.tif,train
data\processed\STURM\S1\EMSR567_AOI13_24_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI13_24_03_1_2.tif,train
data\processed\Sen1Floods11\S1\Paraguay_683296_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_683296_0_3_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_921838_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_921838_0_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI01_27_32_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_27_32_1_1.tif,train
data\processed\STURM\S1\EMSR517_AOI05_24_14_2_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_24_14_2_2.tif,train
data\processed\STURM\S1\EMSR265_04ESBLY_4_1_1_2.tif,data\processed\STURM\Floodmaps\EMSR265_04ESBLY_4_1_1_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_38_10_1_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_38_10_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_20_12_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_20_12_1_2.tif,train
data\processed\STURM\S1\EMSR407_AOI02_15_18_1_2.tif,data\processed\STURM\Floodmaps\EMSR407_AOI02_15_18_1_2.tif,train
data\processed\Sen1Floods11\S1\Somalia_60129_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_60129_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR275_02KUTINA_06_02_1_1.tif,data\processed\STURM\Floodmaps\EMSR275_02KUTINA_06_02_1_1.tif,train
data\processed\STURM\S1\EMSR265_24HONFLEUR_07_14_2_2.tif,data\processed\STURM\Floodmaps\EMSR265_24HONFLEUR_07_14_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI05_07_06_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_07_06_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_43_09_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_43_09_2_2.tif,train
data\processed\STURM\S1\EMSR424_AOI03_12_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_12_07_2_1.tif,train
data\processed\STURM\S1\EMSR265_06PARISOVERVIEW_06_17_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_06PARISOVERVIEW_06_17_2_1.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_101973_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_101973_1_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR429_AOI07_17_17_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_17_17_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_13_08_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_13_08_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_13_08_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_13_08_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_45_07_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_45_07_2_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_17_15_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_17_15_2_1.tif,train
data\processed\Sen1Floods11\S1\India_80221_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_80221_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR498_AOI01_07_05_2_2.tif,data\processed\STURM\Floodmaps\EMSR498_AOI01_07_05_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI06_32_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_32_09_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_114_008_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_114_008_1_2.tif,train
data\processed\STURM\S1\EMSR629_AOI02_01_12_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_01_12_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_21_15_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_21_15_1_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_09_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_09_04_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI05_10_11_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_10_11_1_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_147015_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_147015_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_22_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_22_07_2_1.tif,train
data\processed\STURM\S1\EMSR517_AOI05_16_19_2_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_16_19_2_2.tif,train
data\processed\STURM\S1\EMSR292_01CHRISOUPOLI_11_12_1_2.tif,data\processed\STURM\Floodmaps\EMSR292_01CHRISOUPOLI_11_12_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_22_20_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_22_20_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_07_15_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_07_15_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_35_10_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_35_10_2_1.tif,train
data\processed\STURM\S1\EMSR567_AOI16_2_5_2_1.tif,data\processed\STURM\Floodmaps\EMSR567_AOI16_2_5_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_096_011_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_096_011_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_104_010_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_104_010_1_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_091_015_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_091_015_2_1.tif,train
data\processed\STURM\S1\EMSR517_AOI06_03_16_2_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_03_16_2_1.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_07_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_07_09_1_1.tif,train
data\processed\STURM\S1\EMSR419_AOI05_03_08_2_2.tif,data\processed\STURM\Floodmaps\EMSR419_AOI05_03_08_2_2.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_534068_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_534068_2_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR421_AOI05_1_6_2_2.tif,data\processed\STURM\Floodmaps\EMSR421_AOI05_1_6_2_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_13_02_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_13_02_1_1.tif,train
data\processed\STURM\S1\EMSR324_02PUICHERIC_1_8_2_1.tif,data\processed\STURM\Floodmaps\EMSR324_02PUICHERIC_1_8_2_1.tif,train
data\processed\STURM\S1\EMSR470_AOI01_06_28_1_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_06_28_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_23_17_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_23_17_1_2.tif,train
data\processed\Sen1Floods11\S1\Pakistan_760290_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_760290_3_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR554_AOI01_03_04_1_2.tif,data\processed\STURM\Floodmaps\EMSR554_AOI01_03_04_1_2.tif,train
data\processed\STURM\S1\EMSR498_AOI01_08_06_1_1.tif,data\processed\STURM\Floodmaps\EMSR498_AOI01_08_06_1_1.tif,train
data\processed\STURM\S1\EMSR261_03WOLFSBURG_11_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_03WOLFSBURG_11_10_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_094_024_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_094_024_2_1.tif,train
data\processed\Sen1Floods11\S1\India_1017769_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_1017769_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_03_07_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_03_07_1_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_03_06_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_03_06_1_1.tif,train
data\processed\Sen1Floods11\S1\USA_504150_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_504150_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR479_AOI01_05_12_1_1.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_05_12_1_1.tif,train
data\processed\STURM\S1\EMSR460_AOI01_02_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR460_AOI01_02_04_1_1.tif,train
data\processed\STURM\S1\EMSR444_AOI02_09_07_2_2.tif,data\processed\STURM\Floodmaps\EMSR444_AOI02_09_07_2_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_21_03_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_21_03_2_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_06_17_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_06_17_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_106_013_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_106_013_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI07_26_10_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_26_10_1_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_22_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_22_04_1_1.tif,train
data\processed\STURM\S1\EMSR502_AOI05_05_10_1_1.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_05_10_1_1.tif,train
data\processed\STURM\S1\EMSR275_03NOVSKA_03_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_03NOVSKA_03_09_1_2.tif,train
data\processed\Sen1Floods11\S1\Paraguay_892933_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_892933_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR429_AOI03_01_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_01_04_2_1.tif,train
data\processed\STURM\S1\EMSR629_AOI01_05_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_05_09_1_1.tif,train
data\processed\STURM\S1\EMSR468_AOI05_13_06_2_2.tif,data\processed\STURM\Floodmaps\EMSR468_AOI05_13_06_2_2.tif,train
data\processed\STURM\S1\EMSR550_AOI01_2_6_2_2.tif,data\processed\STURM\Floodmaps\EMSR550_AOI01_2_6_2_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_13_50_2_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_13_50_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_06_32_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_06_32_2_2.tif,train
data\processed\STURM\S1\EMSR261_03WOLFSBURG_08_12_2_1.tif,data\processed\STURM\Floodmaps\EMSR261_03WOLFSBURG_08_12_2_1.tif,train
data\processed\Sen1Floods11\S1\Paraguay_36146_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_36146_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_13_19_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_13_19_1_2.tif,train
data\processed\STURM\S1\EMSR637_AOI12_2_1_2_2.tif,data\processed\STURM\Floodmaps\EMSR637_AOI12_2_1_2_2.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_845821_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_845821_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR502_AOI04_2_4_2_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI04_2_4_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_109_012_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_109_012_2_1.tif,train
data\processed\STURM\S1\EMSR517_AOI06_02_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_02_12_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_08_24_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_08_24_2_2.tif,train
data\processed\STURM\S1\EMSR471_AOI05_27_11_1_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_27_11_1_1.tif,train
data\processed\STURM\S1\EMSR501_AOI01_09_05_1_1.tif,data\processed\STURM\Floodmaps\EMSR501_AOI01_09_05_1_1.tif,train
data\processed\Sen1Floods11\S1\Pakistan_548910_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_548910_0_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR419_AOI01_7_6_2_2.tif,data\processed\STURM\Floodmaps\EMSR419_AOI01_7_6_2_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_15_04_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_15_04_1_2.tif,train
data\processed\STURM\S1\EMSR283_09LILLESTROM_6_4_2_1.tif,data\processed\STURM\Floodmaps\EMSR283_09LILLESTROM_6_4_2_1.tif,train
data\processed\Sen1Floods11\S1\India_591549_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_591549_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI01_23_21_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_23_21_1_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_02_20_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_02_20_1_2.tif,train
data\processed\STURM\S1\EMSR419_AOI04_05_02_1_1.tif,data\processed\STURM\Floodmaps\EMSR419_AOI04_05_02_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI03_21_14_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_21_14_2_1.tif,train
data\processed\STURM\S1\EMSR470_AOI01_11_27_1_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_11_27_1_1.tif,train
data\processed\STURM\S1\EMSR518_AOI02_12_01_1_2.tif,data\processed\STURM\Floodmaps\EMSR518_AOI02_12_01_1_2.tif,train
data\processed\Sen1Floods11\S1\USA_741073_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_741073_0_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR352_AOI01_079_016_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_079_016_2_1.tif,train
data\processed\STURM\S1\EMSR507_AOI03_08_05_2_2.tif,data\processed\STURM\Floodmaps\EMSR507_AOI03_08_05_2_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_45911_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_45911_1_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Somalia_94102_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_94102_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR517_AOI06_08_26_1_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_08_26_1_1.tif,train
data\processed\STURM\S1\EMSR479_AOI01_12_24_2_1.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_12_24_2_1.tif,train
data\processed\STURM\S1\EMSR550_AOI01_3_3_2_1.tif,data\processed\STURM\Floodmaps\EMSR550_AOI01_3_3_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_19_08_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_19_08_2_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_10_14_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_10_14_2_1.tif,train
data\processed\STURM\S1\EMSR629_AOI02_05_10_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_05_10_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_102_022_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_102_022_2_1.tif,train
data\processed\Sen1Floods11\S1\USA_1082482_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_1082482_3_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\India_287642_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_287642_0_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR637_AOI14_10_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR637_AOI14_10_09_2_1.tif,train
data\processed\Sen1Floods11\S1\Nigeria_820924_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Nigeria_820924_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR479_AOI02_16_05_2_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI02_16_05_2_2.tif,train
data\processed\Sen1Floods11\S1\Paraguay_1019808_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_1019808_3_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_13_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_13_07_2_1.tif,train
data\processed\STURM\S1\EMSR468_AOI05_06_04_2_2.tif,data\processed\STURM\Floodmaps\EMSR468_AOI05_06_04_2_2.tif,train
data\processed\STURM\S1\EMSR275_02KUTINA_03_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR275_02KUTINA_03_07_2_1.tif,train
data\processed\STURM\S1\EMSR265_06PARISOVERVIEW_02_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_06PARISOVERVIEW_02_04_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_106_016_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_106_016_1_2.tif,train
data\processed\STURM\S1\EMSR429_AOI07_20_16_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_20_16_2_1.tif,train
data\processed\Sen1Floods11\S1\Paraguay_1029042_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_1029042_0_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR438_AOI01_04_04_1_2.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_04_04_1_2.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_17_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_17_07_2_1.tif,train
data\processed\STURM\S1\EMSR407_AOI02_06_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR407_AOI02_06_10_2_2.tif,train
data\processed\Sen1Floods11\S1\Pakistan_43105_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_43105_0_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR479_AOI01_08_21_2_1.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_08_21_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_20_16_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_20_16_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_106_026_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_106_026_2_1.tif,train
data\processed\STURM\S1\EMSR471_AOI05_18_03_1_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_18_03_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI01_11_18_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_11_18_1_1.tif,train
data\processed\STURM\S1\EMSR567_AOI13_10_08_2_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI13_10_08_2_2.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_10_14_1_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_10_14_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI05_09_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_09_06_1_2.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_02_03_1_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_02_03_1_1.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_05_07_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_05_07_1_1.tif,train
data\processed\STURM\S1\EMSR517_AOI01_07_31_1_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI01_07_31_1_1.tif,train
data\processed\STURM\S1\EMSR471_AOI05_03_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_03_09_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI03_21_12_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_21_12_2_1.tif,train
data\processed\Sen1Floods11\S1\USA_1010394_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_1010394_1_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_11_08_2_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_11_08_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI03_02_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_02_03_1_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_04_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_04_06_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI03_18_20_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_18_20_2_1.tif,train
data\processed\STURM\S1\EMSR517_AOI06_03_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_03_03_2_2.tif,train
data\processed\Sen1Floods11\S1\USA_66511_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_66511_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_03_02_1_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_03_02_1_1.tif,train
data\processed\Sen1Floods11\S1\India_73419_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_73419_0_1_LabelHand.tif,train
data\processed\Sen1Floods11\S1\India_265762_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_265762_2_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\India_1050276_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_1050276_0_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR550_AOI04_02_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR550_AOI04_02_12_2_2.tif,train
data\processed\Sen1Floods11\S1\India_747970_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_747970_3_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR629_AOI01_03_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_03_08_1_2.tif,train
data\processed\STURM\S1\EMSR502_AOI05_03_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_03_09_1_2.tif,train
data\processed\STURM\S1\EMSR429_AOI06_31_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_31_08_1_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_06_03_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_06_03_2_1.tif,train
data\processed\STURM\S1\EMSR419_AOI04_04_10_2_1.tif,data\processed\STURM\Floodmaps\EMSR419_AOI04_04_10_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_098_017_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_098_017_2_2.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_236628_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_236628_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR470_AOI01_40_07_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_40_07_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_33_07_1_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_33_07_1_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_247288_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_247288_0_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\USA_375183_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_375183_2_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Pakistan_65724_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_65724_1_1_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Mekong_1413877_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_1413877_2_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR429_AOI06_27_21_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_27_21_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI01_17_35_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_17_35_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_15_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_15_03_2_2.tif,train
data\processed\Sen1Floods11\S1\India_164336_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_164336_0_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR501_AOI01_09_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR501_AOI01_09_07_2_1.tif,train
